Report generated on: 03-22-2023 15:00:55
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"INTL.33-12-BFA-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0.009","0.013","0.02","0.047","0.072","0.094","0.114","0.115","0.078","0.123","0.097","0.053","0.064","0.096","0.100444","0.099468","0.079861","0.110303","0.134573","0.130974","0.116","0.081","0.097","0.106","0.09","0.093","0.139","0.128","0.128","0.11","0.11","0.11"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-BFA-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-BFA-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-BFA-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.006","0.009","0.009","0.01","0.011","0.013","0.016","0.029","0.098","0.103","0.101","0.12322"
"INTL.37-12-BFA-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-BFA-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0.001","0.001007969"
"INTL.82-12-BFA-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Burma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-MMR-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-MMR-BKWH.A","        Fossil fuels (billion kWh)","0.647","0.501","0.585","0.639","0.823","1.045","1.126","1.213","1.214","1.269","1.208","1.351","1.389","1.579","1.861","2.286","2.156","2.592","2.999","3.385","3.03244","2.69498","2.77958","3.149","3.00894","2.83786","2.66866","2.6132","2.39794","1.60552","2.29172","2.209","2.78804","3.21856","5.00832","6.17674","7.63562","9.23926","9.79386","12.87048","12.220051874","13.002135194"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-MMR-BKWH.A","            Hydroelectricity (billion kWh)","0.788","0.851","0.917","0.983","1","0.993","1.031","1.013","0.926","1.133","1.181","1.228","1.503","1.688","1.598","1.608","1.634","1.669","0.94","1.028","1.873","1.804","2.21","2.228","2.384","2.967","3.292","3.583","4.03","5.203","5.054","7.443","7.688","8.735","8.741","9.305","9.647","10.926","12.265","10.518","11","9"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-MMR-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-MMR-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-MMR-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0006","0.0006","0.004","0.006","0.009","0.031","0.047","0.064","0.07","0.085","0.079","0.09638"
"INTL.37-12-MMR-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-MMR-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.002","0.002","0.002","0.002","0.002","0.003","0.191","0.209","0.225","0.206","0.212","0.231","0.251","0.26","0.261","0.263080001"
"INTL.82-12-MMR-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Burundi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-BDI-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-BDI-BKWH.A","        Fossil fuels (billion kWh)","0.001","0.002","0.002","0.002","0.002","0.001","0.001","0.001","0.001","0.001","0.002","0.002","0.002","0.002","0.002","0.002","0.001","0.001","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.002","0.012","0.003","0.026","0.037","0.033","0.029","0.079","0.10509","0.122946","0.116732748","0.124203644"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-BDI-BKWH.A","            Hydroelectricity (billion kWh)","0.002","0.002","0.002","0.023","0.039","0.046","0.061","0.094","0.103","0.102","0.107","0.11","0.104","0.108","0.114","0.117","0.117","0.12","0.109","0.097","0.098","0.114","0.126","0.1","0.09","0.095","0.092","0.116","0.111","0.12","0.141","0.128","0.139","0.138","0.14","0.136","0.142","0.185","0.15","0.22","0.22","0.22"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-BDI-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-BDI-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-BDI-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0009","0.001","0.002","0.003","0.004","0.005","0.006","0.008","0.008","0.008","0.008","0.008"
"INTL.37-12-BDI-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-BDI-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.005","0.006","0.006","0.007","0.006","0.006","0.007","0.007","0.005788","0.005","0.005788","0.005788"
"INTL.82-12-BDI-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Cabo Verde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-CPV-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-CPV-BKWH.A","        Fossil fuels (billion kWh)","0.015","0.015","0.021","0.022","0.026","0.027","0.028","0.031","0.033","0.033","0.039","0.05","0.057","0.064","0.07","0.072","0.076","0.081","0.088","0.102","0.13","0.149","0.165","0.182","0.2","0.216","0.229","0.246","0.264","0.274","0.321","0.321","0.288","0.302","0.318","0.316","0.34","0.384234","0.370059","0.38","0.360796156","0.38388711"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-CPV-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-CPV-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-CPV-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-CPV-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.009","0.008","0.007","0.007","0.006","0.006","0.007","0.009","0.009","0.009","0.009"
"INTL.37-12-CPV-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.005","0.006","0.007","0.007","0.008","0.008","0.008","0.006","0.006","0.005","0.006","0.006","0.007","0.007","0.006","0.007","0.002","0.016","0.063","0.076","0.083","0.079","0.077","0.068","0.08","0.074","0.064","0.064"
"INTL.38-12-CPV-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-CPV-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Cambodia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-KHM-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-KHM-BKWH.A","        Fossil fuels (billion kWh)","0.047","0.05","0.052","0.061","0.066","0.071","0.075","0.08","0.085","0.089","0.091","0.094","0.099","0.103","0.108","0.212","0.215","0.266","0.308","0.353","0.42018","0.47752","0.65612","0.67116","0.72662","0.8507","1.04434","1.33856","1.33198","1.12612","0.8883","0.9259","0.84036","0.70312","1.1186","2.21464","2.7542","3.95552","3.15464","4.19804","3.985886041","4.240982747"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-KHM-BKWH.A","            Hydroelectricity (billion kWh)","0.049","0.053","0.055","0.04","0.03","0.035","0.04","0.045","0.05","0.054","0.062","0.064","0.067","0.069","0.071","0.073","0.077","0.057","0.05","0.044","0.046","0.03","0.029","0.041","0.028","0.044","0.048","0.047","0.043","0.037","0.032","0.051","0.512","1.006","1.833","1.98","2.593","2.706","4.68963","4.03","4.073","4"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-KHM-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-KHM-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-KHM-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.001","0.001","0.001","0.001","0.002","0.002","0.002","0.002","0.003","0.003","0.007","0.009","0.013","0.018","0.027","0.033","0.043","0.12","0.306","0.37332"
"INTL.37-12-KHM-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003","0.0003"
"INTL.38-12-KHM-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0007","0.0013","0.014","0.015","0.016","0.017","0.006","0.006","0.012","0.013","0.009","0.019","0.047","0.053","0.071","0.076","0.104","0.079","0.079629579"
"INTL.82-12-KHM-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Cameroon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-CMR-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-CMR-BKWH.A","        Fossil fuels (billion kWh)","0.082","0.093","0.102","0.093","0.085","0.086","0.058","0.061","0.064","0.066","0.066","0.068","0.071","0.073","0.077","0.086","0.089","0.034","0.049","0.039","0.03572","0.06298","0.11092","0.14664","0.1786","0.21808","0.53674","1.2408","1.28968","1.59424","1.4852","1.37522","1.09416","1.82266","2.32556","3.36614","2.5803","2.7777","3.28906","2.99484","2.843491475","3.025474929"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-CMR-BKWH.A","            Hydroelectricity (billion kWh)","1.35","1.79","2.028","2.003","2.106","2.295","2.297","2.301","2.489","2.602","2.609","2.642","2.624","2.626","2.661","2.725","2.839","3.061","3.085","3.301","3.408","3.439","3.15","3.493","3.881","3.734","3.853","3.809","4.19","3.976","4.2174","4.35303","4.21344","4.32927","4.32927","4.31541","4.32927","5.0391","4.97277","5.34","5.4344","5"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-CMR-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-CMR-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-CMR-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.003","0.004","0.005","0.008","0.01","0.012","0.016","0.02","0.02","0.02","0.02"
"INTL.37-12-CMR-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-CMR-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-CMR-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Canada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-CAN-BKWH.A","        Nuclear (billion kWh)","35.88","37.799","36.168","46.22","49.255","57.095","67.233","72.888","78.176","75.351","69.242","80.683","76.551","90.082","102.442","92.952","88.129","77.8569","67.735","69.816","69.159","72.858","71.75","71.147","85.868","86.831","92.436","88.193","88.299","85.129","85.527","88.290999","89.491998","97.583999","101.207999","96.046001","95.687","95.565001","95.0300001","95.4690001","92.6516066","87.3622408"
"INTL.28-12-CAN-BKWH.A","        Fossil fuels (billion kWh)","79.8","77.595","85.133","85.881","92.228","88.581","80.931","96.03","107.324","119.159","101.881","104.611","111.668","103.16","105.481","113.31","111.51","126.012","142.416","142.779","155.805","160.52004","155.63204","157.22816","149.2955","150.535","139.64","149.362","141.806","130.475","130.328866","131.306344","124.399507","123.029109","122.897214","125.703531","123.224915","112.229138","111.6704574","109.0238685","100.3356311","111.1448133"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-CAN-BKWH.A","            Hydroelectricity (billion kWh)","250.998","263.137","255.185","263.363","283.372","300.799","307.653","313.19","303.462","287.642","293.859","305.274","313.198","320.344","326.449","332.564","352.091","347.191","328.57","342.1","354.924","329.986","347.048","334.071","337.427","358.301","349.323","363.909","373.676","364.964","347.871","371.967","376.465","387.871","378.676","378.372","381.578","390.641","382.02","375.9820001","380.9349779","377.1577683"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-CAN-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-CAN-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0.008","0.023","0.033","0.034","0.022","0.026","0.026","0.032","0.033","0.033","0.033","0.033","0.032","0.032","0.032","0.032","0.032","0.032","0.032","0.033","0.031","0.028","0.019","0.023","0.015","0.03","0.028","0.026","0.027","0.015","0.016","0.013","0.019","0.006","0.02","0.001","0","0"
"INTL.116-12-CAN-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.003","0.003","0.004","0.006","0.007","0.01","0.013","0.016","0.019","0.022","0.023","0.013","0.017","0.021","0.026","0.035","0.103","0.253","0.565998","0.871999","1.484","2.098999","2.866002","3.991999","3.538001","3.7590001","4.039","4.2375999","5.1149608"
"INTL.37-12-CAN-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0.059","0.059","0.059","0.059","0.062","0.062","0.062","0.164","0.264","0.337","0.408","0.826","0.954","1.567","2.473","3.007","3.788","6.641","8.637002","10.086001","11.198","17.784999","22.315","26.697","30.622999","31.198","32.8540001","32.3330002","35.7413692","35.2067867"
"INTL.38-12-CAN-BKWH.A","                Biomass and waste (billion kWh)","1.235","1.803","2.032","1.981","2.213","1.575","1.744","2.168","2.344","3.282","3.969","3.993","4.479","4.838","5.754","5.661","5.86","6.9","7.33","8.302","8.226","8.612","9.05","9.059","8.82","9.182","8.718","8.455","7.21","7.807","9.162","9.278","9.82","9.981","8.866","9.252","9.764","11.51","10.539","11.064","10.183","9.964"
"INTL.82-12-CAN-BKWH.A","        Hydroelectric pumped storage (billion kWh)","-0.116","-0.113","-0.088","-0.087","-0.093","-0.092","-0.087","-0.101","-0.139","-0.118","-0.088","-0.141","-0.143","-0.114","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.099","-0.101318","-0.0959105"
"","Cayman Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-CYM-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-CYM-BKWH.A","        Fossil fuels (billion kWh)","0.058","0.066","0.078","0.089","0.104","0.117","0.129","0.151","0.167","0.183","0.212","0.22","0.221","0.237","0.268","0.279","0.281","0.282","0.284","0.31","0.39809","0.42471","0.4481","0.463","0.48563","0.394","0.486","0.546","0.578","0.5974","0.5935","0.594","0.587","0.596","0.605","0.624","0.65","0.654","0.642","0.679","0.6676623","0.710392687"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-CYM-BKWH.A","            Hydroelectricity (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-CYM-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.117-12-CYM-BKWH.A","                    Tide and wave (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.116-12-CYM-BKWH.A","                    Solar (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.002","0.009","0.015","0.017","0.019","0.021"
"INTL.37-12-CYM-BKWH.A","                Wind (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.38-12-CYM-BKWH.A","                Biomass and waste (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.82-12-CYM-BKWH.A","        Hydroelectric pumped storage (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Central African Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Generation (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.27-12-CAF-BKWH.A","        Nuclear (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.28-12-CAF-BKWH.A","        Fossil fuels (billion kWh)","0.001","0.001","0.002","0.004","0.003","0.017","0.017","0.018","0.018","0.018","0.017","0.017","0.017","0.018","0.02","0.02","0.021","0.021","0.021","0.022","0.022","0.024","0.024","0.024","0.025","0.026","0.027","0.024","0.024","0.024","0.025","0.025","0.025","0.001","0.001","0.001","0.001","0.001","0.001","0.00094","0.001","0.001064"
"","        Renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.33-12-CAF-BKWH.A","            Hydroelectricity (billion kWh)","0.066","0.065","0.068","0.064","0.069","0.06","0.076","0.073","0.074","0.074","0.076","0.075","0.077","0.077","0.079","0.08","0.081","0.083","0.081","0.081","0.083","0.082","0.082","0.083","0.124","0.133","0.139","0.136","0.136","0.135","0.134","0.146","0.149","0.137","0.168","0.168","0.169","0.15","0.15","0.15","0.15","0.15"
"","            Non-hydroelectric renewables (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.35-12-CAF-BKWH.A","                Geothermal (billion kWh)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","                Solar, tide, wave, fuel cell (billion kWh)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
